order_id,customer_id,customer_name,customer_email,product_id,product_name,category,quantity,unit_price,discount_pct,status,created_at,updated_at,city,state
ORD-00770,CLI-0338,Nuno Azevedo,nuno.azevedo49@email.com,PROD-031,Meia de Compressão,Vestuário,4,29.90,5,delivered,2024-01-03 17:02:00,2024-01-13 17:02:00,Caucaia,CE
ORD-01235,CLI-0323,Felipe Vieira,felipe.vieira30@email.com,PROD-007,Garrafa Térmica,Acessórios,2,89.90,0,delivered,2024-01-03 18:49:00,2024-01-12 18:49:00,Porto Velho,RO
ORD-00817,CLI-0334,Helena Ulhoa,helena.ulhoa52@email.com,PROD-008,Bermuda Tactel,Vestuário,4,99.90,5,delivered,2024-01-03 21:21:00,2024-01-09 21:21:00,Boa Vista,RR
ORD-00964,CLI-0345,Diana Santos,diana.santos88@email.com,PROD-007,Garrafa Térmica,Acessórios,1,89.90,0,delivered,2024-01-04 08:06:00,2024-01-10 08:06:00,Santos,SP
ORD-00545,CLI-0158,Otavio Orsini,otavio.orsini63@email.com,PROD-020,Óculos de Sol UV400,Acessórios,5,119.90,20,delivered,2024-01-04 10:43:00,2024-01-12 10:43:00,Rio de Janeiro,RJ
ORD-00389,CLI-0181,Leonardo Fonseca,leonardo.fonseca82@email.com,PROD-023,Suplemento Creatina,Nutrição,4,79.90,15,delivered,2024-01-04 11:28:00,2024-01-09 11:28:00,Joinville,SC
ORD-01998,CLI-0288,Flavia Ulhoa,flavia.ulhoa14@email.com,PROD-004,Fone Bluetooth,Eletrônicos,5,349.00,0,delivered,2024-01-04 15:23:00,2024-01-09 15:23:00,Vitória,ES
ORD-01660,CLI-0261,Roberto Duarte,roberto.duarte43@email.com,PROD-011,Jaqueta Corta-Vento,Vestuário,4,249.90,5,shipped,2024-01-04 16:17:00,2024-01-07 16:17:00,Contagem,MG
ORD-00880,CLI-0193,Lucas Mendes,lucas.mendes29@email.com,PROD-014,Luva de Academia,Esportes,4,39.90,0,delivered,2024-01-04 18:00:00,2024-01-08 18:00:00,São Luís,MA
ORD-00295,CLI-0155,Beatriz Campos,beatriz.campos97@email.com,PROD-034,Suplemento BCAA,Nutrição,5,69.90,10,delivered,2024-01-04 18:35:00,2024-01-11 18:35:00,Cuiabá,MT
ORD-01290,CLI-0069,Gabriela Koppel,gabriela.koppel8@email.com,PROD-012,Suplemento Whey 1kg,Nutrição,6,139.90,20,processing,2024-01-04 18:43:00,2024-01-04 20:43:00,Campinas,SP
ORD-00403,CLI-0003,Diego Barbosa,diego.barbosa76@email.com,PROD-001,Tênis Runner Pro,Calçados,5,289.90,20,shipped,2024-01-04 19:41:00,2024-01-05 19:41:00,Boa Vista,RR
ORD-00504,CLI-0317,Joao Fonseca,joao.fonseca13@email.com,PROD-018,Kettlebell 12kg,Esportes,1,189.90,15,delivered,2024-01-05 09:24:00,2024-01-12 09:24:00,Palmas,TO
ORD-01029,CLI-0055,Isabela Rocha,isabela.rocha5@email.com,PROD-001,Tênis Runner Pro,Calçados,3,289.90,0,delivered,2024-01-05 10:27:00,2024-01-15 10:27:00,Porto Velho,RO
ORD-00875,CLI-0159,Flavia Correia,flavia.correia86@email.com,PROD-039,Elástico Resistência,Esportes,3,29.90,5,delivered,2024-01-05 11:03:00,2024-01-11 11:03:00,São Luís,MA
ORD-00851,CLI-0331,Jefferson Gomes,jefferson.gomes58@email.com,PROD-001,Tênis Runner Pro,Calçados,5,289.90,15,processing,2024-01-05 12:26:00,2024-01-05 14:26:00,Sorocaba,SP
ORD-00811,CLI-0349,Fabio Borges,fabio.borges86@email.com,PROD-036,Capacete de Ciclismo,Esportes,3,179.90,10,cancelled,2024-01-05 15:57:00,2024-01-05 20:57:00,Recife,PE
ORD-00991,CLI-0108,Otavio Oliveira,otavio.oliveira90@email.com,PROD-014,Luva de Academia,Esportes,6,39.90,5,delivered,2024-01-05 18:46:00,2024-01-09 18:46:00,Fortaleza,CE
ORD-00982,CLI-0065,Yasmin Castro,yasmin.castro60@email.com,PROD-034,Suplemento BCAA,Nutrição,6,69.90,5,shipped,2024-01-05 21:20:00,2024-01-06 21:20:00,Vitória,ES
ORD-01139,CLI-0166,Patricia Magalhaes,patricia.magalhaes33@email.com,PROD-014,Luva de Academia,Esportes,1,39.90,0,processing,2024-01-06 11:01:00,2024-01-06 13:01:00,Salvador,BA
ORD-01690,CLI-0232,Leandro Cardoso,leandro.cardoso4@email.com,PROD-008,Bermuda Tactel,Vestuário,4,99.90,10,delivered,2024-01-06 16:21:00,2024-01-15 16:21:00,Salvador,BA
ORD-00684,CLI-0050,Hanna Guimaraes,hanna.guimaraes57@email.com,PROD-035,Bicicleta Speed 21v,Esportes,5,1899.00,10,delivered,2024-01-07 11:33:00,2024-01-14 11:33:00,Osasco,SP
ORD-01388,CLI-0178,Andre Camargo,andre.camargo55@email.com,PROD-007,Garrafa Térmica,Acessórios,6,89.90,10,delivered,2024-01-07 12:20:00,2024-01-12 12:20:00,Palmas,TO
ORD-00328,CLI-0226,Otavio Silva,otavio.silva10@email.com,PROD-003,Mochila Urbana,Acessórios,1,179.00,5,delivered,2024-01-07 14:42:00,2024-01-15 14:42:00,Curitiba,PR
ORD-01432,CLI-0117,Leonardo Duarte,leonardo.duarte94@email.com,PROD-002,Camiseta Dry Fit,Vestuário,2,59.90,5,shipped,2024-01-07 15:23:00,2024-01-10 15:23:00,Aracaju,SE
ORD-00597,CLI-0243,Wesley Lima,wesley.lima85@email.com,PROD-017,Regata Compressão,Vestuário,2,69.90,20,delivered,2024-01-07 16:59:00,2024-01-17 16:59:00,Uberlândia,MG
ORD-00279,CLI-0204,Thiago Carvalho,thiago.carvalho91@email.com,PROD-036,Capacete de Ciclismo,Esportes,3,179.90,5,delivered,2024-01-07 20:07:00,2024-01-16 20:07:00,Uberlândia,MG
ORD-01250,CLI-0006,Fabio Araujo,fabio.araujo92@email.com,PROD-015,Câmera de Ação 4K,Eletrônicos,4,899.00,20,delivered,2024-01-08 14:52:00,2024-01-11 14:52:00,Uberlândia,MG
ORD-01840,CLI-0002,Larissa Ribeiro,larissa.ribeiro18@email.com,PROD-014,Luva de Academia,Esportes,6,39.90,0,delivered,2024-01-08 20:06:00,2024-01-16 20:06:00,Fortaleza,CE
ORD-01480,CLI-0245,Alexia Fonseca,alexia.fonseca80@email.com,PROD-017,Regata Compressão,Vestuário,5,69.90,0,cancelled,2024-01-09 07:24:00,2024-01-09 11:24:00,Ribeirão Preto,SP
ORD-00142,CLI-0234,Hugo Pinto,hugo.pinto98@email.com,PROD-024,Bola de Basquete,Esportes,1,129.90,15,delivered,2024-01-09 07:34:00,2024-01-18 07:34:00,Goiânia,GO
ORD-00581,CLI-0344,Vitor Nogueira,vitor.nogueira41@email.com,PROD-009,Boné Snapback,Acessórios,2,69.90,0,processing,2024-01-09 11:46:00,2024-01-09 12:46:00,Maceió,AL
ORD-01890,CLI-0315,Sandra Lacerda,sandra.lacerda36@email.com,PROD-036,Capacete de Ciclismo,Esportes,4,179.90,10,delivered,2024-01-09 12:08:00,2024-01-13 12:08:00,Belo Horizonte,MG
ORD-01759,CLI-0192,Quezia Vasquez,quezia.vasquez58@email.com,PROD-002,Camiseta Dry Fit,Vestuário,3,59.90,15,shipped,2024-01-09 13:27:00,2024-01-12 13:27:00,Rio de Janeiro,RJ
ORD-01820,CLI-0019,Vanessa Guimaraes,vanessa.guimaraes46@email.com,PROD-029,Relógio Digital,Eletrônicos,2,199.00,0,delivered,2024-01-09 18:41:00,2024-01-17 18:41:00,Florianópolis,SC
ORD-00333,CLI-0229,Thiago Koppel,thiago.koppel35@email.com,PROD-021,Tênis de Trilha,Calçados,1,359.90,15,delivered,2024-01-10 10:25:00,2024-01-19 10:25:00,Sorocaba,SP
ORD-00842,CLI-0015,Caio Nascimento,caio.nascimento91@email.com,PROD-027,Toalha Microfibra,Acessórios,6,34.90,5,cancelled,2024-01-10 15:35:00,2024-01-10 20:35:00,Porto Alegre,RS
ORD-00029,CLI-0344,Vitor Nogueira,vitor.nogueira41@email.com,PROD-034,Suplemento BCAA,Nutrição,1,69.90,10,delivered,2024-01-10 18:19:00,2024-01-15 18:19:00,Maceió,AL
ORD-00935,CLI-0326,Daniel Moura,daniel.moura2@email.com,PROD-021,Tênis de Trilha,Calçados,6,359.90,15,processing,2024-01-10 21:24:00,2024-01-10 23:24:00,Macapá,AP
ORD-01247,CLI-0014,Elaine Mendes,elaine.mendes81@email.com,PROD-013,Corda de Pular Pro,Esportes,5,49.90,10,delivered,2024-01-10 22:03:00,2024-01-19 22:03:00,Caxias do Sul,RS
ORD-01314,CLI-0315,Sandra Lacerda,sandra.lacerda36@email.com,PROD-040,Tênis Corrida Fem,Calçados,3,279.90,0,delivered,2024-01-11 07:51:00,2024-01-20 07:51:00,Belo Horizonte,MG
ORD-00739,CLI-0186,Paulo Henriques,paulo.henriques44@email.com,PROD-031,Meia de Compressão,Vestuário,6,29.90,10,delivered,2024-01-11 08:53:00,2024-01-14 08:53:00,Rio de Janeiro,RJ
ORD-01036,CLI-0257,Igor Castro,igor.castro99@email.com,PROD-025,Carregador Portátil,Eletrônicos,2,149.00,0,cancelled,2024-01-11 11:09:00,2024-01-11 14:09:00,Rio Branco,AC
ORD-01194,CLI-0058,Hugo Torres,hugo.torres32@email.com,PROD-018,Kettlebell 12kg,Esportes,6,189.90,20,delivered,2024-01-11 11:26:00,2024-01-17 11:26:00,Santos,SP
ORD-01872,CLI-0143,Milena Yamamoto,milena.yamamoto55@email.com,PROD-021,Tênis de Trilha,Calçados,3,359.90,5,cancelled,2024-01-11 13:25:00,2024-01-11 16:25:00,Contagem,MG
ORD-01742,CLI-0232,Leandro Cardoso,leandro.cardoso4@email.com,PROD-002,Camiseta Dry Fit,Vestuário,4,59.90,10,delivered,2024-01-11 22:27:00,2024-01-21 22:27:00,Salvador,BA
ORD-01738,CLI-0106,Ximena Lacerda,ximena.lacerda4@email.com,PROD-032,Headband Esportivo,Acessórios,4,24.90,20,delivered,2024-01-11 22:32:00,2024-01-20 22:32:00,Goiânia,GO
ORD-01534,CLI-0226,Otavio Silva,otavio.silva10@email.com,PROD-014,Luva de Academia,Esportes,2,39.90,0,delivered,2024-01-11 22:53:00,2024-01-21 22:53:00,Curitiba,PR
ORD-01464,CLI-0171,Quezia Martins,quezia.martins73@email.com,PROD-013,Corda de Pular Pro,Esportes,6,49.90,5,delivered,2024-01-12 11:07:00,2024-01-21 11:07:00,Florianópolis,SC
ORD-01399,CLI-0041,Leandro Araujo,leandro.araujo20@email.com,PROD-022,Calça Legging,Vestuário,6,89.90,5,delivered,2024-01-12 12:47:00,2024-01-19 12:47:00,Palmas,TO
ORD-00883,CLI-0090,Thiago Gomes,thiago.gomes18@email.com,PROD-022,Calça Legging,Vestuário,5,89.90,5,shipped,2024-01-12 12:53:00,2024-01-14 12:53:00,Maceió,AL
ORD-00120,CLI-0202,Bernardo Bezerra,bernardo.bezerra13@email.com,PROD-034,Suplemento BCAA,Nutrição,2,69.90,5,delivered,2024-01-12 16:29:00,2024-01-21 16:29:00,Belém,PA
ORD-01116,CLI-0221,Nelson Torres,nelson.torres38@email.com,PROD-031,Meia de Compressão,Vestuário,2,29.90,0,shipped,2024-01-12 20:17:00,2024-01-14 20:17:00,Belo Horizonte,MG
ORD-01672,CLI-0045,Joao Alves,joao.alves11@email.com,PROD-016,Notebook Sleeve 15,Acessórios,4,79.90,20,delivered,2024-01-12 22:04:00,2024-01-17 22:04:00,Ribeirão Preto,SP
ORD-01964,CLI-0174,Nicolas Souza,nicolas.souza40@email.com,PROD-015,Câmera de Ação 4K,Eletrônicos,5,899.00,15,cancelled,2024-01-12 22:50:00,2024-01-13 04:50:00,Feira de Santana,BA
ORD-01628,CLI-0232,Leandro Cardoso,leandro.cardoso4@email.com,PROD-010,Tênis Casual Street,Calçados,2,219.90,10,delivered,2024-01-13 11:50:00,2024-01-21 11:50:00,Salvador,BA
ORD-00863,CLI-0201,Roberto Castro,roberto.castro93@email.com,PROD-013,Corda de Pular Pro,Esportes,3,49.90,0,delivered,2024-01-13 14:44:00,2024-01-22 14:44:00,Caruaru,PE
ORD-01394,CLI-0130,Monica Vieira,monica.vieira66@email.com,PROD-028,Shorts de Natação,Vestuário,3,79.90,5,delivered,2024-01-13 15:11:00,2024-01-20 15:11:00,Santos,SP
ORD-00667,CLI-0246,Odete Paiva,odete.paiva98@email.com,PROD-003,Mochila Urbana,Acessórios,2,179.00,20,shipped,2024-01-13 19:39:00,2024-01-14 19:39:00,Curitiba,PR
ORD-01217,CLI-0267,Jefferson Borges,jefferson.borges13@email.com,PROD-007,Garrafa Térmica,Acessórios,2,89.90,5,shipped,2024-01-13 21:25:00,2024-01-14 21:25:00,Londrina,PR
ORD-00173,CLI-0201,Roberto Castro,roberto.castro93@email.com,PROD-030,Tênis Infantil,Calçados,6,149.90,20,shipped,2024-01-13 22:06:00,2024-01-15 22:06:00,Caruaru,PE
ORD-01607,CLI-0130,Monica Vieira,monica.vieira66@email.com,PROD-013,Corda de Pular Pro,Esportes,5,49.90,5,cancelled,2024-01-13 22:20:00,2024-01-14 00:20:00,Santos,SP
ORD-01944,CLI-0343,Hanna Magalhaes,hanna.magalhaes94@email.com,PROD-013,Corda de Pular Pro,Esportes,5,49.90,10,delivered,2024-01-14 08:04:00,2024-01-23 08:04:00,Fortaleza,CE
ORD-01473,CLI-0097,Natalia Oliveira,natalia.oliveira95@email.com,PROD-010,Tênis Casual Street,Calçados,2,219.90,5,shipped,2024-01-14 08:49:00,2024-01-15 08:49:00,Londrina,PR
ORD-01913,CLI-0116,Natalia Costa,natalia.costa14@email.com,PROD-015,Câmera de Ação 4K,Eletrônicos,4,899.00,20,delivered,2024-01-14 11:48:00,2024-01-23 11:48:00,Caucaia,CE
ORD-00515,CLI-0141,Samuel Serrano,samuel.serrano86@email.com,PROD-010,Tênis Casual Street,Calçados,2,219.90,0,shipped,2024-01-14 15:38:00,2024-01-17 15:38:00,Osasco,SP
ORD-00768,CLI-0127,Thiago Koppel,thiago.koppel71@email.com,PROD-032,Headband Esportivo,Acessórios,6,24.90,0,delivered,2024-01-14 16:43:00,2024-01-18 16:43:00,São Paulo,SP
ORD-01260,CLI-0339,Bernardo Mendes,bernardo.mendes59@email.com,PROD-020,Óculos de Sol UV400,Acessórios,1,119.90,20,delivered,2024-01-14 17:59:00,2024-01-21 17:59:00,Sorocaba,SP
ORD-00516,CLI-0314,Jorge Santos,jorge.santos54@email.com,PROD-015,Câmera de Ação 4K,Eletrônicos,5,899.00,5,shipped,2024-01-14 18:05:00,2024-01-17 18:05:00,Fortaleza,CE
ORD-01297,CLI-0021,Claudia Machado,claudia.machado21@email.com,PROD-035,Bicicleta Speed 21v,Esportes,5,1899.00,5,processing,2024-01-14 18:13:00,2024-01-14 19:13:00,Joinville,SC
ORD-00927,CLI-0192,Quezia Vasquez,quezia.vasquez58@email.com,PROD-016,Notebook Sleeve 15,Acessórios,2,79.90,0,processing,2024-01-15 07:21:00,2024-01-15 07:21:00,Rio de Janeiro,RJ
ORD-00745,CLI-0309,Igor Serrano,igor.serrano90@email.com,PROD-036,Capacete de Ciclismo,Esportes,6,179.90,10,delivered,2024-01-15 08:41:00,2024-01-20 08:41:00,João Pessoa,PB
ORD-00688,CLI-0306,Iara Henriques,iara.henriques82@email.com,PROD-034,Suplemento BCAA,Nutrição,3,69.90,0,delivered,2024-01-15 10:14:00,2024-01-20 10:14:00,Palmas,TO
ORD-01310,CLI-0066,Juliana Paiva,juliana.paiva71@email.com,PROD-031,Meia de Compressão,Vestuário,4,29.90,10,delivered,2024-01-15 16:17:00,2024-01-21 16:17:00,Fortaleza,CE
ORD-00419,CLI-0174,Nicolas Souza,nicolas.souza40@email.com,PROD-030,Tênis Infantil,Calçados,6,149.90,15,delivered,2024-01-15 22:07:00,2024-01-22 22:07:00,Feira de Santana,BA
ORD-01541,CLI-0034,Karina Serrano,karina.serrano68@email.com,PROD-018,Kettlebell 12kg,Esportes,5,189.90,5,cancelled,2024-01-15 22:27:00,2024-01-16 04:27:00,Maceió,AL
ORD-01667,CLI-0342,Isabela Lacerda,isabela.lacerda44@email.com,PROD-016,Notebook Sleeve 15,Acessórios,1,79.90,0,delivered,2024-01-16 08:54:00,2024-01-19 08:54:00,Joinville,SC
ORD-01981,CLI-0196,Andre Nogueira,andre.nogueira96@email.com,PROD-040,Tênis Corrida Fem,Calçados,3,279.90,15,delivered,2024-01-16 10:10:00,2024-01-23 10:10:00,Contagem,MG
ORD-01229,CLI-0302,Juliana Silva,juliana.silva97@email.com,PROD-038,Banco de Supino,Esportes,3,449.00,10,processing,2024-01-16 12:14:00,2024-01-16 12:14:00,Natal,RN
ORD-00187,CLI-0213,Karen Machado,karen.machado16@email.com,PROD-029,Relógio Digital,Eletrônicos,4,199.00,0,processing,2024-01-16 14:18:00,2024-01-16 14:18:00,Contagem,MG
ORD-00578,CLI-0001,Olivia Souza,olivia.souza95@email.com,PROD-036,Capacete de Ciclismo,Esportes,3,179.90,0,delivered,2024-01-16 14:27:00,2024-01-25 14:27:00,Teresina,PI
ORD-01980,CLI-0350,Ivone Esteves,ivone.esteves86@email.com,PROD-016,Notebook Sleeve 15,Acessórios,3,79.90,0,delivered,2024-01-16 18:48:00,2024-01-25 18:48:00,Boa Vista,RR
ORD-01353,CLI-0130,Monica Vieira,monica.vieira66@email.com,PROD-018,Kettlebell 12kg,Esportes,6,189.90,0,cancelled,2024-01-16 22:38:00,2024-01-17 04:38:00,Santos,SP
ORD-01545,CLI-0083,Orlanda Peixoto,orlanda.peixoto97@email.com,PROD-013,Corda de Pular Pro,Esportes,2,49.90,0,delivered,2024-01-16 22:46:00,2024-01-20 22:46:00,Porto Alegre,RS
ORD-00638,CLI-0100,Diego Costa,diego.costa48@email.com,PROD-023,Suplemento Creatina,Nutrição,3,79.90,5,delivered,2024-01-17 08:17:00,2024-01-22 08:17:00,Caruaru,PE
ORD-01609,CLI-0337,Tatiana Rocha,tatiana.rocha17@email.com,PROD-030,Tênis Infantil,Calçados,6,149.90,0,delivered,2024-01-17 11:55:00,2024-01-20 11:55:00,Teresina,PI
ORD-00474,CLI-0268,Mariana Bittencourt,mariana.bittencourt59@email.com,PROD-005,Meias Esportivas,Vestuário,1,19.90,0,shipped,2024-01-17 13:06:00,2024-01-19 13:06:00,São Paulo,SP
ORD-01115,CLI-0241,Eduardo Resende,eduardo.resende12@email.com,PROD-010,Tênis Casual Street,Calçados,6,219.90,5,delivered,2024-01-17 19:03:00,2024-01-25 19:03:00,Aracaju,SE
ORD-01789,CLI-0264,Isabela Lacerda,isabela.lacerda6@email.com,PROD-007,Garrafa Térmica,Acessórios,4,89.90,5,delivered,2024-01-17 19:54:00,2024-01-25 19:54:00,Aracaju,SE
ORD-00518,CLI-0252,Olivia Serrano,olivia.serrano16@email.com,PROD-031,Meia de Compressão,Vestuário,2,29.90,0,shipped,2024-01-17 20:48:00,2024-01-18 20:48:00,Brasília,DF
ORD-01204,CLI-0101,Elaine Silva,elaine.silva56@email.com,PROD-028,Shorts de Natação,Vestuário,5,79.90,0,delivered,2024-01-17 22:59:00,2024-01-25 22:59:00,Manaus,AM
ORD-00602,CLI-0180,Bruno Magalhaes,bruno.magalhaes63@email.com,PROD-015,Câmera de Ação 4K,Eletrônicos,6,899.00,5,delivered,2024-01-18 07:39:00,2024-01-22 07:39:00,Fortaleza,CE
ORD-01868,CLI-0082,Geraldo Moura,geraldo.moura86@email.com,PROD-031,Meia de Compressão,Vestuário,4,29.90,0,shipped,2024-01-18 12:43:00,2024-01-20 12:43:00,João Pessoa,PB
ORD-01257,CLI-0333,Thiago Resende,thiago.resende83@email.com,PROD-030,Tênis Infantil,Calçados,1,149.90,0,delivered,2024-01-18 15:17:00,2024-01-27 15:17:00,Rio de Janeiro,RJ
ORD-00484,CLI-0185,Lucas Castro,lucas.castro58@email.com,PROD-029,Relógio Digital,Eletrônicos,4,199.00,10,processing,2024-01-18 16:38:00,2024-01-18 16:38:00,Vitória,ES
ORD-00953,CLI-0334,Helena Ulhoa,helena.ulhoa52@email.com,PROD-025,Carregador Portátil,Eletrônicos,4,149.00,5,shipped,2024-01-18 18:40:00,2024-01-21 18:40:00,Boa Vista,RR
ORD-01495,CLI-0168,Gustavo Duarte,gustavo.duarte29@email.com,PROD-028,Shorts de Natação,Vestuário,3,79.90,0,delivered,2024-01-18 19:40:00,2024-01-21 19:40:00,Porto Alegre,RS
ORD-01596,CLI-0067,Gustavo Carvalho,gustavo.carvalho12@email.com,PROD-032,Headband Esportivo,Acessórios,3,24.90,20,delivered,2024-01-19 10:50:00,2024-01-23 10:50:00,Vitória,ES
ORD-01329,CLI-0130,Monica Vieira,monica.vieira66@email.com,PROD-027,Toalha Microfibra,Acessórios,3,34.90,10,delivered,2024-01-19 17:44:00,2024-01-28 17:44:00,Santos,SP
ORD-00555,CLI-0074,Helena Peixoto,helena.peixoto8@email.com,PROD-007,Garrafa Térmica,Acessórios,5,89.90,0,shipped,2024-01-19 21:24:00,2024-01-22 21:24:00,Curitiba,PR
ORD-00791,CLI-0297,Caio Moura,caio.moura12@email.com,PROD-039,Elástico Resistência,Esportes,6,29.90,20,cancelled,2024-01-19 22:25:00,2024-01-20 02:25:00,Campo Grande,MS
ORD-01574,CLI-0045,Joao Alves,joao.alves11@email.com,PROD-036,Capacete de Ciclismo,Esportes,4,179.90,5,shipped,2024-01-19 22:30:00,2024-01-20 22:30:00,Ribeirão Preto,SP
ORD-00021,CLI-0181,Leonardo Fonseca,leonardo.fonseca82@email.com,PROD-033,Camiseta Polo,Vestuário,1,89.90,5,delivered,2024-01-20 08:23:00,2024-01-27 08:23:00,Joinville,SC
ORD-00101,CLI-0046,Igor Camargo,igor.camargo99@email.com,PROD-037,Luvas de Boxe,Esportes,2,149.90,20,delivered,2024-01-20 12:26:00,2024-01-25 12:26:00,Manaus,AM
ORD-01100,CLI-0013,Claudia Cunha,claudia.cunha49@email.com,PROD-038,Banco de Supino,Esportes,4,449.00,15,delivered,2024-01-20 16:10:00,2024-01-25 16:10:00,Salvador,BA
ORD-01922,CLI-0319,Patricia Nascimento,patricia.nascimento16@email.com,PROD-014,Luva de Academia,Esportes,5,39.90,5,delivered,2024-01-21 10:15:00,2024-01-28 10:15:00,Joinville,SC
ORD-01658,CLI-0253,Tiago Mendes,tiago.mendes66@email.com,PROD-002,Camiseta Dry Fit,Vestuário,6,59.90,10,delivered,2024-01-21 13:37:00,2024-01-24 13:37:00,Teresina,PI
ORD-01838,CLI-0329,Bernardo Martins,bernardo.martins96@email.com,PROD-038,Banco de Supino,Esportes,1,449.00,5,shipped,2024-01-21 14:15:00,2024-01-24 14:15:00,Porto Alegre,RS
ORD-01829,CLI-0283,Marcos Resende,marcos.resende33@email.com,PROD-020,Óculos de Sol UV400,Acessórios,1,119.90,10,delivered,2024-01-21 16:58:00,2024-01-30 16:58:00,São Paulo,SP
ORD-01513,CLI-0079,Larissa Pinto,larissa.pinto80@email.com,PROD-005,Meias Esportivas,Vestuário,6,19.90,10,delivered,2024-01-21 19:53:00,2024-01-28 19:53:00,Salvador,BA
ORD-01802,CLI-0271,Nuno Jansen,nuno.jansen84@email.com,PROD-038,Banco de Supino,Esportes,5,449.00,5,delivered,2024-01-21 21:46:00,2024-01-28 21:46:00,Salvador,BA
ORD-00803,CLI-0055,Isabela Rocha,isabela.rocha5@email.com,PROD-040,Tênis Corrida Fem,Calçados,5,279.90,0,delivered,2024-01-22 10:10:00,2024-01-26 10:10:00,Porto Velho,RO
ORD-00462,CLI-0349,Fabio Borges,fabio.borges86@email.com,PROD-020,Óculos de Sol UV400,Acessórios,3,119.90,0,delivered,2024-01-22 10:16:00,2024-02-01 10:16:00,Recife,PE
ORD-01318,CLI-0270,Juliana Torres,juliana.torres34@email.com,PROD-007,Garrafa Térmica,Acessórios,5,89.90,10,delivered,2024-01-22 12:18:00,2024-01-29 12:18:00,Porto Velho,RO
ORD-01561,CLI-0157,Leandro Ribeiro,leandro.ribeiro63@email.com,PROD-032,Headband Esportivo,Acessórios,3,24.90,0,delivered,2024-01-22 13:05:00,2024-01-29 13:05:00,Natal,RN
